processid	sampleid	recordID	catalognum	fieldnum	institution_storing	collection_code	bin_uri	phylum_taxID	phylum_name	class_taxID	class_name	order_taxID	order_name	family_taxID	family_name	subfamily_taxID	subfamily_name	genus_taxID	genus_name	species_taxID	species_name	subspecies_taxID	subspecies_name	identification_provided_by	identification_method	identification_reference	tax_note	voucher_status	tissue_type	collection_event_id	collectors	collectiondate_start	collectiondate_end	collectiontime	collection_note	site_code	sampling_protocol	lifestage	sex	reproduction	habitat	associated_specimens	associated_taxa	extrainfo	notes	lat	lon	coord_source	coord_accuracy	elev	depth	elev_accuracy	depth_accuracy	country	province_state	region	sector	exactsite	image_ids	image_urls	media_descriptors	captions	copyright_holders	copyright_years	copyright_licenses	copyright_institutions	photographers
GBNA584-06	9999-00073	333220	NA	9999-00073	Canadian Wildlife Service	NA	NA	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	17391	Branta canadensis	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	NA	NA	NA	NA	NA	Harvest survey; Canada Goose	Birds shot by Leafloor	49.55	-97.18	NA	NA	NA	NA	NA	NA	Canada	Manitoba	NA	Winnipeg	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBNA610-07	DJR03-1F	590318	NA	DJR03-1F	Canadian Wildlife Service	NA	NA	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	17391	Branta canadensis	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	NA	NA	John Pearce	NA	NA	NA	NA	NA	NA	A	NA	NA	NA	NA	NA	Breeding site; Canada Goose	NA	57.4	-133.4	NA	NA	NA	NA	NA	NA	United States	Alaska	Juneau	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBNA679-07	172120399 2004	628996	NA	172120399 2004	Canadian Wildlife Service	NA	NA	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	17391	Branta canadensis	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	NA	NA	NA	NA	NA	Harvest survey; Canada Goose	NA	49.04	-122.53	NA	NA	NA	NA	NA	NA	Canada	British Columbia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBNA764-07	172120182 2006	629081	NA	172120182 2006	Canadian Wildlife Service	NA	NA	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	12260	Branta hutchinsii	NA	NA	NA	NA	Richardson, 1832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I	NA	NA	NA	NA	NA	Harvest survey; Canada Goose	NA	51.27	-111.38	NA	NA	NA	NA	NA	NA	Canada	Alberta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBNA779-07	172120205 2005	629096	NA	172120205 2005	Canadian Wildlife Service	NA	NA	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	12260	Branta hutchinsii	NA	NA	NA	NA	Richardson, 1832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	NA	NA	NA	NA	NA	Harvest survey; Canada Goose	NA	56.04	-117.53	NA	NA	NA	NA	NA	NA	Canada	Alberta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBNA788-07	172120213 2006	629105	NA	172120213 2006	Canadian Wildlife Service	NA	NA	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	12260	Branta hutchinsii	NA	NA	NA	NA	Richardson, 1832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I	NA	NA	NA	NA	NA	Harvest survey; Canada Goose	NA	52.05	-112.26	NA	NA	NA	NA	NA	NA	Canada	Alberta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBNA798-07	172120222 2005	629115	NA	172120222 2005	Canadian Wildlife Service	NA	NA	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	NA	NA	NA	NA	NA	NA	Scopoli, 1769	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Harvest survey; Canada Goose	NA	52.21	-110.18	NA	NA	NA	NA	NA	NA	Canada	Alberta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBNA901-07	172120072 2006	629218	NA	172120072 2006	Canadian Wildlife Service	NA	NA	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	12260	Branta hutchinsii	NA	NA	NA	NA	Richardson, 1832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I	NA	NA	NA	NA	NA	Harvest survey; Canada Goose	NA	54.03	-124.04	NA	NA	NA	NA	NA	NA	Canada	British Columbia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBNA954-07	172120015 2006	629271	NA	172120015 2006	Canadian Wildlife Service	NA	NA	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	12260	Branta hutchinsii	NA	NA	NA	NA	Richardson, 1832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I	NA	NA	NA	NA	NA	Harvest survey; Canada Goose	NA	50.09	-98.08	NA	NA	NA	NA	NA	NA	Canada	Manitoba	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBNA982-07	172120050 2006	629299	NA	172120050 2006	Canadian Wildlife Service	NA	NA	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	12260	Branta hutchinsii	NA	NA	NA	NA	Richardson, 1832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I	NA	NA	NA	NA	NA	Harvest survey; Canada Goose	NA	49.14	-100.24	NA	NA	NA	NA	NA	NA	Canada	Manitoba	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAARG219-07	MACN-Or-ct 2193	636207	MACN-Or 70282	NA	Museo Argentino de Ciencias Naturales, Bernardino Rivadavia	NA	BOLD:AAD0744	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3208	Dendrocygna	69441	Dendrocygna viduata	NA	NA	NA	NA	Linnaeus, 1766	NA	NA	NA	NA	Donado por la Direccion de Fauna (decomiso).	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	White-faced Whistling-Duck	NA	-30.017	-59.53	NA	NA	NA	NA	NA	NA	Argentina	Corrientes	NA	NA	Esquina, Corrientes, Provincia de	NA	NA	NA	NA	NA	NA	NA	NA	NA
KBBI108-07	KRIBB 1772	595004	NA	CGRB 1772	Korea Research Institute of Bioscience and Biotechnology	NA	BOLD:AAC7275	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3191	Anser	19955	Anser fabalis	NA	NA	NA	NA	Latham, 1787	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M	NA	NA	NA	NA	NA	province submitted as:  Jeollanam-do	34.56	127.29	NA	NA	NA	NA	NA	NA	South Korea	South Jeolla	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KBBI118-07	KRIBB 1835	595014	NA	CGRB 1835	Korea Research Institute of Bioscience and Biotechnology	NA	BOLD:AAD5446	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3205	Cygnus	93209	Cygnus cygnus	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	U	NA	NA	NA	NA	NA	province submitted as:  Gyeongsangbuk-do	35.51	129.14	NA	NA	NA	NA	NA	NA	South Korea	North Gyeongsang (Gyeongbuk)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KBBI244-07	KRIBB 2938	595140	NA	CGRB 2938	Korea Research Institute of Bioscience and Biotechnology	NA	BOLD:AAB5009	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3235	Anas	12142	Anas acuta	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	U	NA	NA	NA	NA	NA	province submitted as:  Gyeonggi-do	37.59	127.18	NA	NA	NA	NA	NA	NA	South Korea	Gyeonggi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KBPBU041-06	UWBM 46872	216547	46872	BKS 921	Burke Museum of Natural History and Culture	NA	BOLD:AAC4105	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	751421	Mareca	751422	Mareca falcata	NA	NA	NA	NA	(Georgi, 1775)	NA	NA	NA	NA	B. K. Schmidt	NA	NA	NA	NA	NA	NA	NA	F	NA	NA	NA	NA	Falcated Teal	Voucher type: round/wing	50.9333	137.45	NA	NA	NA	NA	NA	NA	Russia	Khabarovskiy Kray	NA	Khurmuli	confluence of Goryun River and Khaldamy Creek	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZCOI262-09	SP016	1012206	LB7754	NA	Auckland War Memorial Museum	NA	BOLD:AAA8100	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3235	Anas	12104	Anas platyrhynchos	NA	NA	Brian Gill	NA	Linnaeus, 1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-36.819	174.734	NA	NA	58	NA	NA	NA	New Zealand	Auckland	North Island	Birkenhead	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ROMC076-07	347520	590480	NA	347520	Field Museum of Natural History	NA	BOLD:AAX7667	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	95415	Pteronetta	95416	Pteronetta hartlaubii	NA	NA	NA	NA	Cassin, 1860	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M	S	NA	NA	NA	NA	skeleton	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YIO589-17	2013-0273	7563986	YIO-65621	2013-0273	Yamashina Institute for Ornithology	NA	BOLD:AAC4105	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	751421	Mareca	751422	Mareca falcata	NA	NA	Takema Saitoh	NA	(Georgi, 1775)	NA	NA	NA	NA	M.Kanazawa	NA	NA	NA	NA	NA	NA	Adult	M	S	NA	NA	NA	NA	NA	36.0719	140.25	NA	NA	NA	NA	NA	NA	Japan	NA	Ibaraki	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YIOB222-18	2015-0760	8664327	YIO-72569	2015-0760	Yamashina Institute for Ornithology	NA	BOLD:AAD5446	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3205	Cygnus	93209	Cygnus cygnus	NA	NA	Takema Saitoh	NA	Linnaeus, 1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Adult	M	S	NA	NA	NA	NA	NA	35.7837	140.092	NA	NA	NA	NA	NA	NA	Japan	Honshu	Chiba, Shiroi-shi	NA	Kanzaki river	NA	NA	NA	NA	NA	NA	NA	NA	NA
YIOB271-23	11A-30135	17341379	NA	11A-30135	Yamashina Institute for Ornithology	NA	BOLD:AAC1099	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	17392	Branta bernicla	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	blood	NA	Y. Sawa	NA	NA	NA	NA	NA	NA	Adult	M	S	NA	NA	NA	NA	NA	43.5996	145.311	NA	NA	NA	NA	NA	NA	Japan	Hokkaido	Hokkaido, Notsuke-gun, Betsukai-cho, Notsuke Bay	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BISE401-08	BISE-Aves420	816952	NRM20006003	NA	Swedish Museum of Natural History	NA	BOLD:AAG0784	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	52487	Netta	52488	Netta rufina	NA	NA	NA	NA	Pallas, 1773	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	M	S	NA	NA	NA	NA	Collection Date: 1999-08-00	58.3714	14.8238	NA	NA	NA	NA	NA	NA	Sweden	Ostergotland	NA	Takern	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BJNSM077-08	NSMT-DNA1634	968142	NA	1999.31	National Museum of Nature and Science, Tokyo	NA	BOLD:ACE3916	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3211	Aythya	96345	Aythya ferina	NA	NA	Isao Nishiumi	NA	Linnaeus, 1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	NA	S	NA	NA	NA	NA	NA	35.685	139.755	NA	NA	NA	NA	NA	NA	Japan	Kanto-chiho	Tokyo	Chiyoda-ku	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BONSC028-08	NHMO-BC541	755665	NHMO 11846	NHMO-BI-11774	University of Oslo, Natural History Museum	NA	BOLD:AAC1523	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3211	Aythya	10083	Aythya marila	NA	NA	NA	NA	Linnaeus, 1761	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	M	NA	NA	NA	NA	NA	NA	63.55	10.2	NA	NA	NA	NA	NA	NA	Norway	Sor-Trondelag	NA	NA	Leinstrand	NA	NA	NA	NA	NA	NA	NA	NA	NA
BRDC001-04	1290-10025	5964	NA	1290-10025	Canadian Wildlife Service	NA	BOLD:AAC0063	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3214	Mergus	10080	Mergus merganser	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	NA	NA	Lesley Howes	NA	NA	NA	NA	NA	NA	A	M	S	NA	NA	NA	Mergus merganser	NA	46.067	-61.45	NA	NA	NA	NA	NA	NA	Canada	Nova Scotia	Mabou	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BRDC161-05	1500 10817	178386	NA	1500 10817	Canadian Wildlife Service	NA	BOLD:ACE3916	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3211	Aythya	10085	Aythya collaris	NA	NA	NA	NA	Donovan, 1809	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I	F	NA	NA	NA	NA	Ring-necked Duck	NA	45.27	-65.56	NA	NA	NA	NA	NA	NA	Canada	British Columbia	QUISPANSIS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BROMB394-06	A.flavirostris 1b	511322	NA	A.flavirostris1b	Royal Ontario Museum	NA	NA	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3235	Anas	69490	Anas flavirostris	NA	NA	NA	NA	Vieillot, 1816	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	ssp: flavirostris	NA	-40.733	-64.933	NA	NA	NA	NA	NA	NA	Argentina	Rio Negro	NA	NA	San Antonio Oeste	NA	NA	NA	NA	NA	NA	NA	NA	NA
BROMB939-07	1B-4957	611286	NA	1B-4957	Royal Ontario Museum	NA	BOLD:AAA1228	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	12260	Branta hutchinsii	NA	NA	NA	NA	Richardson, 1832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I	M	S	NA	NA	NA	NA	NA	48.4	-89.317	NA	NA	NA	NA	NA	NA	Canada	Ontario	NA	NA	Thunder Bay	NA	NA	NA	NA	NA	NA	NA	NA	NA
BROMB943-07	1B-4961	611290	NA	1B-4961	Royal Ontario Museum	NA	BOLD:AAA1228	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	12260	Branta hutchinsii	NA	NA	NA	NA	Richardson, 1832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I	M	S	NA	NA	NA	NA	NA	48.4	-89.317	NA	NA	NA	NA	NA	NA	Canada	Ontario	NA	NA	Thunder Bay	NA	NA	NA	NA	NA	NA	NA	NA	NA
BROMB952-07	1B-4970	611299	NA	1B-4970	Royal Ontario Museum	NA	BOLD:AAA1228	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	12260	Branta hutchinsii	NA	NA	NA	NA	Richardson, 1832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I	NA	S	NA	NA	NA	NA	NA	48.4	-89.317	NA	NA	NA	NA	NA	NA	Canada	Ontario	NA	NA	Thunder Bay	NA	NA	NA	NA	NA	NA	NA	NA	NA
BROMB965-07	1B-4983	611312	NA	1B-4983	Royal Ontario Museum	NA	BOLD:AAA1228	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	12260	Branta hutchinsii	NA	NA	NA	NA	Richardson, 1832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I	M	S	NA	NA	NA	NA	NA	48.4	-89.317	NA	NA	NA	NA	NA	NA	Canada	Ontario	NA	NA	Thunder Bay	NA	NA	NA	NA	NA	NA	NA	NA	NA
BROMB970-07	1B-4988	611317	NA	1B-4988	Royal Ontario Museum	NA	BOLD:AAA1228	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	12260	Branta hutchinsii	NA	NA	NA	NA	Richardson, 1832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I	M	S	NA	NA	NA	NA	NA	48.4	-89.317	NA	NA	NA	NA	NA	NA	Canada	Ontario	NA	NA	Thunder Bay	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDLSU003-05	LSU5721	56804	5721	B5721	Louisiana State University	NA	BOLD:AAC8249	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3236	Aix	12092	Aix sponsa	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M	NA	NA	NA	NA	NA	<xml><donor>C.Dove</donor><donor_e-mail>DOVEC@SI.EDU</donor_e-mail></xml>	29.48	-93.18	NA	NA	NA	NA	NA	NA	United States	Louisiana	Cameron Parish	NA	East Jetty Woods, 2 miles S Cameron.	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBCOC18165-23	OQ299513	19758297	NA	NA	NA	NA	BOLD:AAB6382	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unrecoverable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBIR10878-19	MG654796	9769784	personal:Chevonne Reynolds:Mal013	NA	Mined from GenBank, NCBI	NA	BOLD:AAA8100	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3235	Anas	12104	Anas platyrhynchos	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-33.23	20.58	NA	NA	NA	NA	NA	NA	South Africa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBIR10935-19	MH041463	9769897	NA	NA	Mined from GenBank, NCBI	NA	BOLD:AAC7275	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3191	Anser	12223	Anser anser	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30.0181	31.2081	NA	NA	NA	NA	NA	NA	Egypt	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBIR1313-09	FJ231509	1023631	FJ231509	NA	Mined from GenBank, NCBI	NA	BOLD:AAA8100	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3235	Anas	12104	Anas platyrhynchos	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32.78	119.45	NA	NA	NA	NA	NA	NA	China	NA	Gaoyou	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBIR1315-09	FJ231507	1023633	FJ231507	NA	Mined from GenBank, NCBI	NA	BOLD:AAA8100	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3235	Anas	12104	Anas platyrhynchos	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32.78	119.45	NA	NA	NA	NA	NA	NA	China	NA	Gaoyou	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBIR3509-13	JN703237	3585870	JN703237	JN703237	Mined from GenBank, NCBI	NA	BOLD:AAA8100	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3235	Anas	19931	Anas poecilorhyncha	NA	NA	NA	NA	J. R. Forster, 1781	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36.4024	127.762	Coordinates from country centroid	NA	NA	NA	NA	NA	South Korea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBIR3512-13	JN703234	3585873	JN703234	JN703234	Mined from GenBank, NCBI	NA	BOLD:AAA8100	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3235	Anas	19931	Anas poecilorhyncha	NA	NA	NA	NA	J. R. Forster, 1781	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36.4024	127.762	Coordinates from country centroid	NA	NA	NA	NA	NA	South Korea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBIR3550-13	JN703196	3585911	JN703196	JN703196	Mined from GenBank, NCBI	NA	BOLD:AAB9508	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3235	Anas	19934	Anas crecca	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36.4024	127.762	Coordinates from country centroid	NA	NA	NA	NA	NA	South Korea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBIR3561-13	JN703185	3585922	JN703185	JN703185	Mined from GenBank, NCBI	NA	BOLD:AAB9508	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3235	Anas	19934	Anas crecca	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36.4024	127.762	Coordinates from country centroid	NA	NA	NA	NA	NA	South Korea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBIR3562-13	JN703184	3585923	JN703184	JN703184	Mined from GenBank, NCBI	NA	BOLD:AAB9508	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3235	Anas	19934	Anas crecca	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36.4024	127.762	Coordinates from country centroid	NA	NA	NA	NA	NA	South Korea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBIR7305-19	JX178050	9762656	PMP	NA	Mined from GenBank, NCBI	NA	NA	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3235	Anas	12104	Anas platyrhynchos	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.95	121.34	NA	NA	NA	NA	NA	NA	Philippines	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBMNE88442-22	ON387719	16605029	S2	NA	Mined from GenBank, NCBI	NA	BOLD:AAB9508	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3235	Anas	19934	Anas crecca	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	India	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBMNE88444-22	ON387721	16605031	S4	NA	Mined from GenBank, NCBI	NA	BOLD:AAB9508	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3235	Anas	19934	Anas crecca	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	India	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBMNE88464-22	ON387741	16605051	S25	NA	Mined from GenBank, NCBI	NA	BOLD:AAB9508	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3235	Anas	19934	Anas crecca	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	India	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBMTG1411-16	NC_011196	6959784	NA	NC_011196	Mined from GenBank, NCBI	NA	BOLD:AAC7275	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3191	Anser	12223	Anser anser	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBMTG907-16	NC_009684	6959280	NA	NC_009684	Mined from GenBank, NCBI	NA	BOLD:AAA8100	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3235	Anas	12104	Anas platyrhynchos	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBNA025-05	1707-38458	77508	NA	1707-38458	Canadian Wildlife Service	NA	BOLD:AAA1228	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	12260	Branta hutchinsii	NA	NA	NA	NA	Richardson, 1832	NA	NA	NA	NA	Michel Gendron	NA	NA	NA	NA	NA	NA	I	F	NA	NA	NA	NA	Breeding Site; Cackling Goose	different broods	66.7085	-73.1095	NA	NA	NA	NA	NA	NA	Canada	Nunavut	Baffin Island	Dewey Soper	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBNA046-05	0988-10903	77529	NA	0988-10903	Canadian Wildlife Service	NA	BOLD:ACF5624	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	17391	Branta canadensis	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	NA	NA	Michel Gendron	NA	NA	NA	NA	NA	NA	I	M	NA	NA	NA	NA	Breeding Site; Canada Goose	NA	59.5	-77.5	NA	NA	NA	NA	NA	NA	Canada	Quebec	East Hudson Bay	near Povungnituk	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
